epoch,accuracy,loss,val_accuracy,val_loss
1,0.5067999958992004,0.7322632074356079,0.1509999930858612,0.782595157623291
2,0.4875999987125397,0.7081691026687622,0.8489999771118164,0.6180320978164673
3,0.5210000276565552,0.7009873390197754,0.1509999930858612,0.7245988845825195
