epoch,accuracy,loss,val_accuracy,val_loss
1,0.6976000070571899,0.5916132926940918,0.843999981880188,0.46302154660224915
2,0.7703999876976013,0.5154446959495544,0.8379999995231628,0.4450753331184387
3,0.8004000186920166,0.4849843382835388,0.8109999895095825,0.4760131537914276
