epoch,accuracy,loss,val_accuracy,val_loss
1,0.8675000071525574,0.3154338300228119,0.9959999918937683,0.06058663874864578
2,0.9854999780654907,0.0667906403541565,0.9980000257492065,0.026210548356175423
3,0.9925000071525574,0.04071331396698952,0.9980000257492065,0.018358919769525528
4,0.9940000176429749,0.034893520176410675,0.9980000257492065,0.014904131181538105
5,0.9944999814033508,0.0265128705650568,0.9980000257492065,0.011942215263843536
