epoch,accuracy,loss,val_accuracy,val_loss
1,0.48919999599456787,0.7049196362495422,0.5180000066757202,0.692252516746521
2,0.501800000667572,0.6963666677474976,0.4819999933242798,0.6953974366188049
3,0.48980000615119934,0.7021394371986389,0.5180000066757202,0.6919323801994324
